trip_num,driver_num,num_occupants,pre_trip,trip_date,start_time,lighting,road_conditions,odometer,start_outside_temp,start_inside_temp,start_departure,range_start,drive_mode,start_notes,post_trip,finish_outside_temp,finish_inside_temp,blue_score,trip_distance,average_speed,trip_duration,economy,range_remaining,brake_mode,climate_control,road_style,reset_meters,finish_notes,Video file name,charge_location,charge_date,charge_time,plugin_temp,unplug_temp,charge_departure,power_usage,cost,charge_notes,charge_id,date_time_local,dataset,location,year,month,day,date,time_lst,date_time_utc,temp_c,temp_flag,dew_point_temp_c,dew_point_temp_flag,rel_hum,rel_hum_flag,wind_dir_10s_deg,wind_dir_flag,wind_spd_km_h,wind_spd_flag,visibility_km,visibility_flag,stn_press_kpa,stn_press_flag,hmdx,hmdx_flag,wind_chill,wind_chill_flag,weather
347,3,4,NA,2019-03-23,11:30:00,Sunny,Clear,4620,6.5,10,NA,NA,N,NA,NA,7.5,NA,65,7.3,38,23,19.9,103,NA,NA,City/Highway,N,NA,NA,1home,2019-03-24,13:30:00,-1,1,Y,21.8,NA,Plugged in at driver 3 residence      Departure was set way earlier then leave time,100,2019-03-23T12:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,3,23,2019-03-23,05:00:00,2019-03-23T12:00:00Z,-2.2,NA,-2.2,NA,100,NA,21,NA,8,NA,9.7,NA,92.83,NA,NA,NA,-5,NA,Fog
348,3,1,NA,2019-03-25,08:00:00,Dim,Clear,4629,2.5,4,N,174,N,NA,NA,1.5,22,98,4,23,12,25.3,161,B,Y,City,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101,2019-03-25T08:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,3,25,2019-03-25,01:00:00,2019-03-25T08:00:00Z,0.4,NA,0.4,NA,100,NA,21,NA,5,NA,4.8,NA,94.08,NA,NA,NA,NA,NA,Fog
350,1,1,Y,2019-03-26,06:47:00,Dim,Clear,4653,5,14,Y,186,N,NA,Y,2,22,76,17,56,18,14.8,182,D2,Y,Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102,2019-03-26T07:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,3,26,2019-03-26,00:00:00,2019-03-26T07:00:00Z,5.4,NA,2.2,NA,80,NA,20,NA,11,NA,16.1,NA,92.92,NA,NA,NA,NA,NA,NA
351,1,1,Y,2019-03-26,11:00:00,Dim,Clear,4670,7.5,16,N,185,N,NA,Y,10.5,22,93,4,23,12,11.2,188,D2,Y,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102,2019-03-26T11:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,3,26,2019-03-26,04:00:00,2019-03-26T11:00:00Z,3.8,NA,1.2,NA,83,NA,24,NA,8,NA,16.1,NA,92.71,NA,NA,NA,NA,NA,NA
352,1,1,Y,2019-03-26,11:39:00,Dim,Clear,4675,10.5,19,N,188,N,NA,Y,10.5,22,95,4,32,7,17,183,D2,Y,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102,2019-03-26T12:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,3,26,2019-03-26,05:00:00,2019-03-26T12:00:00Z,3.7,NA,1.1,NA,83,NA,22,NA,8,NA,16.1,NA,92.69,NA,NA,NA,NA,NA,NA
354,1,1,Y,2019-03-27,06:53:00,Dim,Clear,4697,1.5,1.5,N,152,N,NA,Y,1.5,20.5,72,14,63,13,16.5,139,D3,Y,Highway,Y,car wash,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102,2019-03-27T07:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,3,27,2019-03-27,00:00:00,2019-03-27T07:00:00Z,1.8,NA,0.9,NA,93,NA,26,NA,15,NA,11.3,NA,92.91,NA,NA,NA,NA,NA,NA
355,1,1,Y,2019-03-27,07:22:00,Dim,Clear,4711,13,13,N,140,N,"In car wash, noticed slight scratch on hood",Y,1.5,18.5,84,3,30,6,18.9,135,D3,Y,Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102,2019-03-27T07:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,3,27,2019-03-27,00:00:00,2019-03-27T07:00:00Z,1.8,NA,0.9,NA,93,NA,26,NA,15,NA,11.3,NA,92.91,NA,NA,NA,NA,NA,NA
357,1,1,Y,2019-03-28,06:48:00,Dim,Clear,4732,-4.5,10.5,Y,183,N,NA,Y,-5,15,80,17,57,18,17.5,168,D3,Y,Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103,2019-03-28T07:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,3,28,2019-03-28,00:00:00,2019-03-28T07:00:00Z,-2.2,NA,-4.8,NA,83,NA,3,NA,8,NA,16.1,NA,94.05,NA,NA,NA,-5,NA,NA
359,1,1,Y,2019-03-28,13:59:00,Sunny,Clear,4770,7,25.5,N,181,N,In car wash,Y,4.5,25,84,3,30,7,14.4,177,D3,N,Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103,2019-03-28T14:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,3,28,2019-03-28,07:00:00,2019-03-28T14:00:00Z,-4.4,NA,-5.5,NA,92,NA,NA,NA,0,NA,16.1,NA,94.2,NA,NA,NA,NA,NA,NA
360,1,2,Y,2019-03-28,14:21:00,Sunny,Clear,4773,5,21,N,177,N,Media and demo,Y,8,16.5,86,3,11,17,15.2,176,0,N,City,Y,Media and demo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103,2019-03-28T14:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,3,28,2019-03-28,07:00:00,2019-03-28T14:00:00Z,-4.4,NA,-5.5,NA,92,NA,NA,NA,0,NA,16.1,NA,94.2,NA,NA,NA,NA,NA,NA
361,1,1,Y,2019-03-28,17:24:00,Sunny,Clear,4776,10,24.5,N,176,N,NA,Y,9,24.5,82,3,37,6,15.8,170,D3,N,Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103,2019-03-28T17:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,3,28,2019-03-28,10:00:00,2019-03-28T17:00:00Z,2.1,NA,-6.2,NA,54,NA,7,NA,9,NA,16.1,NA,94.16,NA,NA,NA,NA,NA,NA
362,1,1,Y,2019-03-28,17:34:00,Sunny,Clear,4780,8.5,24,N,170,N,NA,Y,7.5,24.5,79,14,61,14,16.8,147,D3,N,Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103,2019-03-28T18:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,3,28,2019-03-28,11:00:00,2019-03-28T18:00:00Z,3.8,NA,-6,NA,49,NA,6,NA,8,NA,16.1,NA,94.14,NA,NA,NA,NA,NA,NA
363,1,1,Y,2019-03-29,06:53:00,Dim,Clear,4795,0,-1.5,N,148,N,NA,Y,-1.5,3,78,17,59,17,13.9,137,D3,N,Highway,Y,NA,NA,1college,2019-03-29,07:12:00,-1.5,10.5,N,3.1,NA,NA,103,2019-03-29T07:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,3,29,2019-03-29,00:00:00,2019-03-29T07:00:00Z,-2.5,NA,-5.2,NA,82,NA,20,NA,4,NA,16.1,NA,93.89,NA,NA,NA,-4,NA,NA
364,1,2,Y,2019-03-29,10:02:00,Sunny,Clear,4812,10.5,23.5,N,152,N,NA,Y,5.5,24.5,87,12,34,22,12.2,149,D3,N,City/Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104,2019-03-29T10:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,3,29,2019-03-29,03:00:00,2019-03-29T10:00:00Z,-3.9,NA,-5.3,NA,90,NA,19,NA,4,NA,16.1,NA,93.9,NA,NA,NA,-6,NA,NA
367,6,1,Y,2019-03-29,15:32:00,Sunny,Clear,4841,20,28.5,N,142,N,Operator training,Y,13.5,24,92,0,6,4,18,141,D1,N,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105,2019-03-29T16:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,3,29,2019-03-29,09:00:00,2019-03-29T16:00:00Z,4.9,NA,-2.9,NA,57,NA,33,NA,15,NA,16.1,NA,94.15,NA,NA,NA,NA,NA,NA
369,2,3,Y,2019-03-29,15:51:00,Sunny,Clear,4842,14,18.5,N,140,N,Operator training,Y,11.5,20,81,0,9,4,21.4,138,D1,N,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105,2019-03-29T16:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,3,29,2019-03-29,09:00:00,2019-03-29T16:00:00Z,4.9,NA,-2.9,NA,57,NA,33,NA,15,NA,16.1,NA,94.15,NA,NA,NA,NA,NA,NA
370,6,1,N,2019-03-29,16:03:00,Sunny,Clear,4843,10.5,24,N,138,N,NA,N,10.5,24.5,87,4,29,6,13.9,132,D1,N,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105,2019-03-29T16:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,3,29,2019-03-29,09:00:00,2019-03-29T16:00:00Z,4.9,NA,-2.9,NA,57,NA,33,NA,15,NA,16.1,NA,94.15,NA,NA,NA,NA,NA,NA
372,6,4,N,2019-03-29,17:28:00,Dim,Clear,4856,10.5,22,N,122,N,NA,N,10.5,24,89,6,29,14,14.8,112,D1,Y,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105,2019-03-29T17:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,3,29,2019-03-29,10:00:00,2019-03-29T17:00:00Z,6.5,NA,-2.4,NA,53,NA,32,NA,11,NA,16.1,NA,94.21,NA,NA,NA,NA,NA,NA
373,6,2,N,2019-03-29,19:08:00,Sunny,Clear,4863,9.5,17.5,N,112,N,NA,Y,8,22,84,18,42,26,14.5,90,D1,Y,City,Y,NA,NA,1home,2019-03-29,19:35:00,8,11.5,N,19.2,NA,Plugged in 17 hrs,105,2019-03-29T19:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,3,29,2019-03-29,12:00:00,2019-03-29T19:00:00Z,8.2,NA,-3.9,NA,42,NA,36,NA,15,NA,16.1,NA,94.23,NA,NA,NA,NA,NA,NA
374,6,1,Y,2019-03-30,12:57:00,Sunny,Clear,4882,12,11.5,N,197,N,NA,N,13.5,22,78,2,15,9,15.7,194,D1,Y,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106,2019-03-30T13:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,3,30,2019-03-30,06:00:00,2019-03-30T13:00:00Z,-2.6,NA,-5.3,NA,82,NA,22,NA,9,NA,16.1,NA,94.24,NA,NA,NA,-6,NA,NA
375,6,1,N,2019-03-30,13:29:00,Sunny,Clear,4884,14.5,27.5,N,203,N,NA,Y,14.5,28.5,95,1,21,5,12.6,202,D1,Y,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106,2019-03-30T13:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,3,30,2019-03-30,06:00:00,2019-03-30T13:00:00Z,-2.6,NA,-5.3,NA,82,NA,22,NA,9,NA,16.1,NA,94.24,NA,NA,NA,-6,NA,NA
377,6,1,N,2019-03-30,14:09:00,Sunny,Clear,4893,17,27.5,N,199,N,NA,Y,15.5,28,78,2,22,9,13.7,196,D1,Y,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106,2019-03-30T14:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,3,30,2019-03-30,07:00:00,2019-03-30T14:00:00Z,-0.9,NA,-4.3,NA,78,NA,22,NA,8,NA,16.1,NA,94.23,NA,NA,NA,-4,NA,NA
379,6,1,N,2019-03-31,14:04:00,Dim,Clear,4897,11,27,N,187,N,NA,Y,9.5,26,77,2,20,6,15.7,185,0,N,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106,2019-03-31T14:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,3,31,2019-03-31,07:00:00,2019-03-31T14:00:00Z,-3.5,NA,-5.6,NA,86,NA,6,NA,8,NA,16.1,NA,94.36,NA,NA,NA,-7,NA,NA
382,6,1,N,2019-04-01,08:16:00,Dim,Clear,4906,1,1,N,170,N,NA,Y,0.5,10.5,83,4,32,8,19.8,156,D1,Y,Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106,2019-04-01T08:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,4,1,2019-04-01,01:00:00,2019-04-01T08:00:00Z,2.4,NA,-1.4,NA,76,NA,4,NA,8,NA,16.1,NA,93.68,NA,NA,NA,NA,NA,NA
383,6,1,N,2019-04-01,16:03:00,Dim,Clear,4910,10,18,N,160,N,NA,N,9.5,21.5,87,4,19,13,18,156,D1,Y,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106,2019-04-01T16:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,4,1,2019-04-01,09:00:00,2019-04-01T16:00:00Z,2.7,NA,-1,NA,77,NA,24,NA,11,NA,16.1,NA,93.72,NA,NA,NA,NA,NA,NA
384,6,1,N,2019-04-01,16:40:00,Dim,Clear,4914,9.5,20.5,N,155,N,Got groceries,Y,9,22,84,3,21,9,14.1,153,D1,Y,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106,2019-04-01T17:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,4,1,2019-04-01,10:00:00,2019-04-01T17:00:00Z,4.9,NA,0.1,NA,71,NA,26,NA,17,NA,16.1,NA,93.7,NA,NA,NA,NA,NA,NA
385,6,1,Y,2019-04-02,08:16:00,Sunny,Clear,4918,0.5,-2,N,152,N,"Trouble making it accelerate at first ""recuperation 1""",N,0.5,19,86,4,26,10,26,126,D1,Y,Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106,2019-04-02T08:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,4,2,2019-04-02,01:00:00,2019-04-02T08:00:00Z,2.1,NA,-3.3,NA,68,NA,29,NA,11,NA,16.1,NA,93.43,NA,NA,NA,NA,NA,NA
387,2,1,Y,2019-04-02,14:39:00,Sunny,Clear,4926,13.5,38.5,N,134,N,NA,Y,11.5,28.4,90,5,29,11,15.7,131,0,N,City,Y,I did practice shift to driving mode (regen),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106,2019-04-02T15:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,4,2,2019-04-02,08:00:00,2019-04-02T15:00:00Z,0.6,NA,-2.3,NA,81,NA,24,NA,8,NA,16.1,NA,93.42,NA,NA,NA,NA,NA,NA
388,1,1,Y,2019-04-02,20:51:00,Dark,Clear,4932,6,12,N,130,N,NA,Y,3,13.5,79,17,53,19,16.8,112,D3,N,Highway,Y,NA,NA,2home,2019-04-02,21:12:00,3,1,Y,18,NA,NA,106,2019-04-02T21:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,4,2,2019-04-02,14:00:00,2019-04-02T21:00:00Z,11.2,NA,-6.1,NA,29,NA,30,NA,24,NA,16.1,NA,93.15,NA,NA,NA,NA,NA,NA
389,1,1,Y,2019-04-03,06:49:00,Dim,Clear,4949,1,12,Y,211,N,NA,Y,3.5,9.5,76,17,58,18,14.6,201,D3,N,Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107,2019-04-03T07:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,4,3,2019-04-03,00:00:00,2019-04-03T07:00:00Z,-0.6,NA,-6.8,NA,63,NA,7,NA,9,NA,16.1,NA,92.92,NA,NA,NA,-4,NA,NA
390,1,1,Y,2019-04-03,11:11:00,Sunny,Clear,4967,12,28,N,201,N,NA,Y,11.5,28.5,81,3,31,5,14.7,197,D3,N,Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107,2019-04-03T11:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,4,3,2019-04-03,04:00:00,2019-04-03T11:00:00Z,1.2,NA,-7.4,NA,53,NA,NA,M,5,NA,16.1,NA,92.69,NA,NA,NA,NA,NA,NA
391,1,1,Y,2019-04-03,11:32:00,Sunny,Clear,4970,12,28,N,199,N,wash,Y,9,28,89,3,26,7,14,196,D3,N,Highway,Y,wash,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107,2019-04-03T12:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,4,3,2019-04-03,05:00:00,2019-04-03T12:00:00Z,3.5,NA,-6.8,NA,47,NA,15,NA,22,NA,16.1,NA,92.64,NA,NA,NA,NA,NA,NA
393,1,1,Y,2019-04-03,14:46:00,Sunny,Clear,4977,15,30.5,N,194,N,Decals,Y,15,30.5,79,2,26,6,15.2,190,D3,N,Highway,Y,decals canceled,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107,2019-04-03T15:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,4,3,2019-04-03,08:00:00,2019-04-03T15:00:00Z,8.1,NA,-5.7,NA,37,NA,17,NA,37,NA,16.1,NA,92.57,NA,NA,NA,NA,NA,NA
394,1,1,Y,2019-04-03,14:58:00,Sunny,Clear,4980,15,29.5,N,190,N,NA,Y,15,29.5,93,0,17,3,12.2,189,B,N,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107,2019-04-03T15:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,4,3,2019-04-03,08:00:00,2019-04-03T15:00:00Z,8.1,NA,-5.7,NA,37,NA,17,NA,37,NA,16.1,NA,92.57,NA,NA,NA,NA,NA,NA
396,1,1,Y,2019-04-04,06:57:00,Sunny,Clear,5009,6,17.5,Y,213,N,NA,Y,3,15,78,17,56,18,13,209,B,N,Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,2019-04-04T07:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,4,4,2019-04-04,00:00:00,2019-04-04T07:00:00Z,5.6,NA,0.2,NA,68,NA,20,NA,22,NA,16.1,NA,92.25,NA,NA,NA,NA,NA,NA
398,1,1,Y,2019-04-04,18:26:00,Sunny,Clear,5045,19.5,27,N,219,N,NA,Y,15,27,97,1,18,3,11.8,220,B,N,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109,2019-04-04T18:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,4,4,2019-04-04,11:00:00,2019-04-04T18:00:00Z,16,NA,-0.8,NA,32,NA,26,NA,26,NA,16.1,NA,92.5,NA,NA,NA,NA,NA,NA
399,1,1,Y,2019-04-04,19:22:00,Sunny,Clear,5046,15,22,N,221,N,NA,Y,12.5,22,91,9,26,21,15,211,B,N,City,Y,Demo drive,NA,2home,2019-04-04,19:44:00,12.5,-1,N,2.7,NA,NA,109,2019-04-04T19:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,4,4,2019-04-04,12:00:00,2019-04-04T19:00:00Z,16.4,NA,-2.7,NA,27,NA,27,NA,30,NA,16.1,NA,92.49,NA,NA,NA,NA,NA,NA
400,1,1,Y,2019-04-05,06:54:00,Dim,Clear,5055,-1,13.5,N,219,N,NA,Y,-0.5,9.5,94,17,49,21,15.6,199,0,N,Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110,2019-04-05T07:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,4,5,2019-04-05,00:00:00,2019-04-05T07:00:00Z,5.2,NA,-1.3,NA,63,NA,3,NA,32,NA,16.1,NA,92.82,NA,NA,NA,NA,NA,NA
401,1,1,Y,2019-04-05,08:39:00,Dim,Clear,5073,2,4.5,N,199,N,NA,Y,0.5,5,76,0,11,2,25.9,197,0,N,City,Y,seawa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110,2019-04-05T09:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,4,5,2019-04-05,02:00:00,2019-04-05T09:00:00Z,1.5,NA,-2.6,NA,74,NA,3,NA,18,NA,16.1,NA,92.87,NA,NA,NA,NA,NA,NA
402,1,1,Y,2019-04-05,15:52:00,Sunny,Clear,5073,14.5,28,N,197,N,NA,Y,13.5,27.5,93,0,9,5,14.5,196,0,N,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110,2019-04-05T16:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,4,5,2019-04-05,09:00:00,2019-04-05T16:00:00Z,1.3,NA,0.9,NA,97,NA,6,NA,18,NA,6.4,NA,92.85,NA,NA,NA,NA,NA,Fog
403,1,1,Y,2019-04-05,16:39:00,Sunny,Clear,5074,17.5,32.5,N,196,N,NA,Y,14,29.5,87,6,29,314,14.6,190,B,N,City/Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110,2019-04-05T17:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,4,5,2019-04-05,10:00:00,2019-04-05T17:00:00Z,3,NA,0.9,NA,86,NA,9,NA,17,NA,16.1,NA,92.85,NA,NA,NA,NA,NA,NA
405,1,3,Y,2019-04-07,10:50:00,Sunny,Clear,5093,12.5,11.5,N,215,N,NA,Y,13,19.5,71,15,63,14,12.8,214,B,Y,Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,111,2019-04-07T11:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,4,7,2019-04-07,04:00:00,2019-04-07T11:00:00Z,2.9,NA,-4.2,NA,60,NA,21,NA,21,NA,16.1,NA,92.44,NA,NA,NA,NA,NA,NA
406,1,3,Y,2019-04-07,12:40:00,Dim,Clear,5108,15.5,28.5,N,215,N,NA,Y,15.5,23.5,85,8,14,36,15.5,204,B,N,City/Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,111,2019-04-07T13:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,4,7,2019-04-07,06:00:00,2019-04-07T13:00:00Z,1.8,NA,-4.3,NA,64,NA,20,NA,13,NA,16.1,NA,92.45,NA,NA,NA,NA,NA,NA
407,1,3,Y,2019-04-07,13:35:00,Dim,Clear,5117,16.5,25,N,204,N,NA,Y,14.5,25.5,89,1,10,6,15.8,203,B,N,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,111,2019-04-07T14:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,4,7,2019-04-07,07:00:00,2019-04-07T14:00:00Z,4.9,NA,-3.9,NA,53,NA,20,NA,24,NA,16.1,NA,92.45,NA,NA,NA,NA,NA,NA
408,1,3,Y,2019-04-07,14:33:00,Sunny,Clear,5118,15.5,32.5,N,204,N,NA,Y,16.5,27,78,19,54,22,17,164,B,N,Highway,Y,NA,NA,2home,2019-04-07,14:59:00,16.5,2.5,Y,8.8,NA,NA,111,2019-04-07T15:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,4,7,2019-04-07,08:00:00,2019-04-07T15:00:00Z,8.1,NA,-3.1,NA,45,NA,20,NA,24,NA,16.1,NA,92.41,NA,NA,NA,NA,NA,NA
410,4,2,Y,2019-04-08,16:15:00,Sunny,Clear,5155,18,46,N,202,N,NA,Y,15,29.5,92,8,23,22,12.4,202,B,N,City/Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112,2019-04-08T16:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,4,8,2019-04-08,09:00:00,2019-04-08T16:00:00Z,8.2,NA,-1.8,NA,49,NA,26,NA,15,NA,16.1,NA,93.26,NA,NA,NA,NA,NA,NA
411,1,1,Y,2019-04-08,16:51:00,Sunny,Clear,5163,17,28,N,202,N,NA,Y,15.5,28,85,17,55,18,15.4,177,B,N,Highway,Y,NA,NA,2home,2019-04-08,17:11:00,15.5,3,Y,8.4,NA,NA,112,2019-04-08T17:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,4,8,2019-04-08,10:00:00,2019-04-08T17:00:00Z,10,NA,-2.4,NA,42,NA,12,NA,8,NA,16.1,NA,93.29,NA,NA,NA,NA,NA,NA
412,1,1,Y,2019-04-09,06:55:00,Sunny,Clear,5181,3,14.5,Y,220,N,NA,Y,1.5,13.5,77,17,59,17,13.8,210,B,N,Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113,2019-04-09T07:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,4,9,2019-04-09,00:00:00,2019-04-09T07:00:00Z,2,NA,-5,NA,60,NA,2,NA,9,NA,16.1,NA,93,NA,NA,NA,NA,NA,NA
413,1,1,Y,2019-04-09,08:20:00,Sunny,Clear,5198,6.5,12,N,211,N,stickers,Y,5,13.5,88,3,33,5,15.1,207,B,N,Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113,2019-04-09T08:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,4,9,2019-04-09,01:00:00,2019-04-09T08:00:00Z,3,NA,-5.8,NA,53,NA,5,NA,4,NA,16.1,NA,93,NA,NA,NA,NA,NA,NA
414,1,1,Y,2019-04-09,08:31:00,Sunny,Clear,5201,6,13.5,N,207,N,stickers and wash,Y,11,15,74,0,8,4,21,206,B,N,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113,2019-04-09T09:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,4,9,2019-04-09,02:00:00,2019-04-09T09:00:00Z,2.8,NA,-5.5,NA,54,NA,5,NA,9,NA,16.1,NA,92.98,NA,NA,NA,NA,NA,NA
415,1,1,Y,2019-04-09,09:36:00,Sunny,Clear,5202,13,15.5,N,206,N,NA,Y,10.5,17.5,71,5,49,7,17,194,B,N,City/Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113,2019-04-09T10:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,4,9,2019-04-09,03:00:00,2019-04-09T10:00:00Z,3.5,NA,-6,NA,50,NA,5,NA,11,NA,16.1,NA,92.94,NA,NA,NA,NA,NA,NA
416,1,1,Y,2019-04-09,10:10:00,Sunny,Clear,5208,12,17.5,N,194,N,NA,Y,12.5,16.5,82,4,35,8,11.7,194,B,N,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113,2019-04-09T10:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,4,9,2019-04-09,03:00:00,2019-04-09T10:00:00Z,3.5,NA,-6,NA,50,NA,5,NA,11,NA,16.1,NA,92.94,NA,NA,NA,NA,NA,NA
417,1,1,Y,2019-04-09,16:50:00,Dim,Clear,5212,15,21,N,195,N,NA,Y,13.5,22,79,17,58,18,14.6,177,B,N,Highway,Y,NA,NA,2home,2019-04-09,17:10:00,13.5,1,Y,8.9,NA,0.86 kwh for departure,113,2019-04-09T17:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,4,9,2019-04-09,10:00:00,2019-04-09T17:00:00Z,14.3,NA,-4.8,NA,26,NA,9,NA,24,NA,16.1,NA,92.87,NA,NA,NA,NA,NA,NA
