trip_num,driver_num,num_occupants,pre_trip,trip_date,start_time,lighting,road_conditions,odometer,start_outside_temp,start_inside_temp,start_departure,range_start,drive_mode,start_notes,post_trip,finish_outside_temp,finish_inside_temp,blue_score,trip_distance,average_speed,trip_duration,economy,range_remaining,brake_mode,climate_control,road_style,reset_meters,finish_notes,Video file name,charge_location,charge_date,charge_time,plugin_temp,unplug_temp,charge_departure,power_usage,cost,charge_notes,charge_id,date_time_local,dataset,location,year,month,day,date,time_lst,date_time_utc,temp_c,temp_flag,dew_point_temp_c,dew_point_temp_flag,rel_hum,rel_hum_flag,wind_dir_10s_deg,wind_dir_flag,wind_spd_km_h,wind_spd_flag,visibility_km,visibility_flag,stn_press_kpa,stn_press_flag,hmdx,hmdx_flag,wind_chill,wind_chill_flag,weather
488,4,2,Y,2019-04-29,10:43:00,Sunny,Clear,5791,3,16,N,154,N,NA,Y,4,20,75,15,24,37,20.2,127,0,Y,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122,2019-04-29T11:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,4,29,2019-04-29,04:00:00,2019-04-29T11:00:00Z,-4.8,NA,-7.4,NA,82,NA,22,NA,13,NA,16.1,NA,94.2,NA,NA,NA,-10,NA,NA
489,1,1,Y,2019-04-29,16:39:00,Sunny,Clear,5796,8.5,21.5,N,141,N,NA,Y,8,23,98,3,22,10,15.4,136,D2,N,Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122,2019-04-29T17:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,4,29,2019-04-29,10:00:00,2019-04-29T17:00:00Z,2.4,NA,-4.8,NA,59,NA,21,NA,21,NA,16.1,NA,94.09,NA,NA,NA,NA,NA,NA
490,1,1,Y,2019-04-29,18:21:00,Sunny,Clear,5799,8,19,N,136,N,NA,Y,6,18.5,75,20,56,21,17.1,100,D2,N,Highway,Y,NA,NA,2home,2019-04-29,18:47:00,6,-2.5,N,19.1,NA,NA,122,2019-04-29T18:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,4,29,2019-04-29,11:00:00,2019-04-29T18:00:00Z,5.5,NA,-5.7,NA,44,NA,22,NA,22,NA,16.1,NA,94.05,NA,NA,NA,NA,NA,NA
491,1,1,Y,2019-04-30,06:37:00,Sunny,Clear,5820,-2.5,-4,N,193,N,NA,Y,-3.5,14,76,17,58,18,17.9,173,D2,Y,Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123,2019-04-30T07:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,4,30,2019-04-30,00:00:00,2019-04-30T07:00:00Z,-2.8,NA,-4.6,NA,87,NA,23,NA,11,NA,16.1,NA,93.78,NA,NA,NA,-7,NA,NA
492,1,1,Y,2019-04-30,16:30:00,Dim,Snowy,5837,6.5,22.5,N,172,N,NA,Y,4.5,21.5,72,8,56,8,15.5,174,D2,Y,Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123,2019-04-30T17:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,4,30,2019-04-30,10:00:00,2019-04-30T17:00:00Z,6.6,NA,-6.8,NA,38,NA,20,NA,22,NA,16.1,NA,93.57,NA,NA,NA,NA,NA,NA
493,1,1,Y,2019-04-30,16:56:00,Dim,Clear,5845,7,19.5,N,173,N,NA,Y,5,21.5,70,24,65,22,17.1,144,D2,Y,Highway,Y,NA,NA,2home,2019-04-30,17:19:00,5,-3.5,Y,11,NA,NA,123,2019-04-30T17:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,4,30,2019-04-30,10:00:00,2019-04-30T17:00:00Z,6.6,NA,-6.8,NA,38,NA,20,NA,22,NA,16.1,NA,93.57,NA,NA,NA,NA,NA,NA
494,1,1,Y,2019-05-01,06:41:00,Sunny,Clear,5870,-3.5,6,Y,191,N,NA,Y,-2.5,14,73,17,58,18,16.9,179,D2,Y,Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124,2019-05-01T07:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,5,1,2019-05-01,00:00:00,2019-05-01T07:00:00Z,-1.5,NA,-3.7,NA,85,NA,9,NA,13,NA,16.1,NA,93.59,NA,NA,NA,-6,NA,NA
495,1,2,Y,2019-05-01,16:22:00,Dim,Clear,5887,11,28,N,187,N,NA,Y,10.5,23.5,84,13,35,23,14.1,180,D2,Y,City/Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124,2019-05-01T16:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,5,1,2019-05-01,09:00:00,2019-05-01T16:00:00Z,6.2,NA,-4.3,NA,47,NA,18,NA,34,NA,16.1,NA,93.05,NA,NA,NA,NA,NA,NA
496,1,1,Y,2019-05-01,18:04:00,Sunny,Clear,5901,11.5,22,N,180,N,NA,Y,11,22.5,88,2,21,6,12.1,181,0,Y,City,Y,Next Trip - Chat News,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124,2019-05-01T18:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,5,1,2019-05-01,11:00:00,2019-05-01T18:00:00Z,9,NA,-4.6,NA,38,NA,17,NA,34,NA,16.1,NA,92.93,NA,NA,NA,NA,NA,NA
499,9,1,Y,2019-05-03,11:42:00,Sunny,Clear,5977,13.5,25,N,113,N,NA,Y,13.5,25.5,95,2,21,8,11.5,111,0,Y,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124,2019-05-03T12:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,5,3,2019-05-03,05:00:00,2019-05-03T12:00:00Z,0.9,NA,-2.2,NA,80,NA,26,NA,15,NA,16.1,NA,92.55,NA,NA,NA,NA,NA,NA
501,9,1,Y,2019-05-03,13:35:00,Dim,Clear,5982,22,41,N,110,N,NA,Y,15.5,37.5,85,4,18,16,13.5,109,0,Y,City,Y,NA,NA,1college,2019-05-03,13:44:00,16,21,N,2.57,NA,NA,124,2019-05-03T14:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,5,3,2019-05-03,07:00:00,2019-05-03T14:00:00Z,6.2,NA,-0.1,NA,64,NA,22,NA,18,NA,16.1,NA,92.59,NA,NA,NA,NA,NA,NA
502,9,2,Y,2019-05-03,16:09:00,Dim,Clear,5985,21,32,N,124,N,NA,Y,14.5,29,86,5,20,15,11.5,120,0,Y,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125,2019-05-03T16:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,5,3,2019-05-03,09:00:00,2019-05-03T16:00:00Z,10.4,NA,0,NA,48,NA,31,NA,17,NA,16.1,NA,92.61,NA,NA,NA,NA,NA,NA
505,9,2,Y,2019-05-05,12:15:00,Sunny,Clear,6005,8,35,N,99,N,NA,Y,7,29.5,82,9,31,18,15,95,0,Y,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125,2019-05-05T12:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,5,5,2019-05-05,05:00:00,2019-05-05T12:00:00Z,-0.4,NA,-0.8,NA,97,NA,28,NA,13,NA,9.7,NA,93.42,NA,NA,NA,-5,NA,Fog
506,9,2,Y,2019-05-05,13:42:00,Sunny,Clear,6014,12.5,43.5,N,85,N,NA,Y,7.5,30.5,85,11,34,19,11,80,0,Y,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125,2019-05-05T14:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,5,5,2019-05-05,07:00:00,2019-05-05T14:00:00Z,0.1,NA,-1.5,NA,89,NA,31,NA,5,NA,16.1,NA,93.49,NA,NA,NA,NA,NA,NA
507,9,1,Y,2019-05-06,08:27:00,Sunny,Clear,6025,4,7.5,N,80,N,NA,Y,5,11.5,95,2,22,7,19,75,0,Y,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125,2019-05-06T08:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,5,6,2019-05-06,01:00:00,2019-05-06T08:00:00Z,3,NA,-0.8,NA,76,NA,20,NA,9,NA,16.1,NA,93.45,NA,NA,NA,NA,NA,NA
508,9,1,Y,2019-05-06,10:14:00,Sunny,Clear,6028,9.5,29,N,75,N,NA,Y,9.5,29,88,2,24,6,14.5,72,0,Y,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125,2019-05-06T10:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,5,6,2019-05-06,03:00:00,2019-05-06T10:00:00Z,1.4,NA,-1.1,NA,83,NA,8,NA,5,NA,16.1,NA,93.45,NA,NA,NA,NA,NA,NA
509,9,1,N,2019-05-06,11:41:00,Sunny,Clear,6031,11.5,30.5,N,72,N,NA,Y,10.5,28.5,78,4,30,9,15,65,0,Y,City,Y,NA,NA,2 station,2019-05-06,11:50:00,10.5,14.5,N,NA,NA,NA,125,2019-05-06T12:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,5,6,2019-05-06,05:00:00,2019-05-06T12:00:00Z,0.2,NA,-1.9,NA,86,NA,8,NA,4,NA,16.1,NA,93.46,NA,NA,NA,NA,NA,NA
510,9,1,N,2019-05-06,13:01:00,Sunny,Clear,6035,14,36,N,204,N,NA,Y,13,32.5,86,5,31,11,10.5,206,0,Y,City,Y,first trip after VW charge 6041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,126,2019-05-06T13:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,5,6,2019-05-06,06:00:00,2019-05-06T13:00:00Z,0.3,NA,-1.4,NA,89,NA,NA,NA,0,NA,16.1,NA,93.49,NA,NA,NA,NA,NA,NA
511,9,1,Y,2019-05-07,09:00:00,Sunny,Clear,6041,11,13.5,N,209,N,NA,Y,9,16.5,83,2,20,8,14.5,205,0,Y,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,126,2019-05-07T09:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,5,7,2019-05-07,02:00:00,2019-05-07T09:00:00Z,3.6,NA,-0.1,NA,77,NA,24,NA,15,NA,16.1,NA,93.32,NA,NA,NA,NA,NA,NA
512,9,2,N,2019-05-07,09:34:00,Sunny,Clear,6044,12.5,22.5,N,204,N,NA,Y,12.5,26,91,37,32,111,12,185,0,Y,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,126,2019-05-07T10:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,5,7,2019-05-07,03:00:00,2019-05-07T10:00:00Z,2.1,NA,-0.4,NA,84,NA,24,NA,9,NA,16.1,NA,93.32,NA,NA,NA,NA,NA,NA
514,9,1,Y,2019-05-08,10:29:00,Sunny,Clear,6084,9,20.5,N,184,N,NA,Y,11.5,22.5,76,6,37,10,15,169,0,Y,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,126,2019-05-08T10:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,5,8,2019-05-08,03:00:00,2019-05-08T10:00:00Z,4.8,NA,0.2,NA,72,NA,7,NA,11,NA,16.1,NA,94,NA,NA,NA,NA,NA,NA
515,9,1,Y,2019-05-08,10:53:00,Sunny,Clear,6091,12.5,23.5,N,169,N,NA,Y,12,24,68,6,34,11,12.5,163,0,Y,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,126,2019-05-08T11:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,5,8,2019-05-08,04:00:00,2019-05-08T11:00:00Z,3.9,NA,-0.1,NA,75,NA,NA,M,4,NA,16.1,NA,94.04,NA,NA,NA,NA,NA,NA
516,9,2,Y,2019-05-08,19:34:00,Sunny,Clear,6097,14.5,27.5,N,163,N,NA,Y,14,26,79,11,36,19,13,151,0,Y,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,126,2019-05-08T20:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,5,8,2019-05-08,13:00:00,2019-05-08T20:00:00Z,14.6,NA,-5.3,NA,25,NA,NA,M,24,NA,16.1,NA,94.08,NA,NA,NA,NA,NA,NA
517,9,1,Y,2019-05-09,08:11:00,Sunny,Clear,6109,8.5,7,N,151,N,NA,Y,6.5,10,86,2,13,7,13,148,0,Y,City,Y,NA,NA,1college,2019-05-09,08:20:00,7,22.5,N,6.02,NA,1 pm unplugged - 88% charged -,126,2019-05-09T08:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,5,9,2019-05-09,01:00:00,2019-05-09T08:00:00Z,6.3,NA,-2.3,NA,54,NA,25,NA,5,NA,16.1,NA,94.02,NA,NA,NA,NA,NA,NA
518,9,1,Y,2019-05-09,13:48:00,Dim,Clear,6112,22.5,44.7,N,176,N,NA,Y,17.5,43,91,2,14,7,14,173,0,Y,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127,2019-05-09T14:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,5,9,2019-05-09,07:00:00,2019-05-09T14:00:00Z,4.7,NA,1.6,NA,80,NA,23,NA,22,NA,16.1,NA,93.89,NA,NA,NA,NA,NA,NA
519,9,1,Y,2019-05-10,08:48:00,Dim,Clear,6114,15,14.7,N,180,N,NA,Y,14,17,84,2,21,7,13.5,177,0,Y,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127,2019-05-10T09:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,5,10,2019-05-10,02:00:00,2019-05-10T09:00:00Z,7.3,NA,0.3,NA,61,NA,20,NA,11,NA,16.1,NA,92.81,NA,NA,NA,NA,NA,NA
520,1,2,Y,2019-05-13,13:59:00,Dim,Clear,6117,14.5,17,N,176,N,NA,Y,18.5,28.5,93,3,9,26,16.5,169,0,Y,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127,2019-05-13T14:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,5,13,2019-05-13,07:00:00,2019-05-13T14:00:00Z,12.1,NA,4.8,NA,61,NA,4,NA,9,NA,16.1,NA,92.52,NA,NA,NA,NA,NA,Rain
521,1,1,Y,2019-05-13,15:55:00,Sunny,Clear,6121,21.5,36,N,169,N,NA,Y,19,31.5,87,18,41,27,14,143,D1,Y,City/Highway,Y,NA,NA,2home,2019-05-13,21:02:00,15,NA,N,14.98,NA,8:20 - 1:45 6.03 Kwh,127,2019-05-13T16:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,5,13,2019-05-13,09:00:00,2019-05-13T16:00:00Z,14.9,NA,4.2,NA,48,NA,5,NA,11,NA,16.1,NA,92.57,NA,NA,NA,NA,NA,NA
522,1,1,Y,2019-05-14,07:08:00,Dim,Clear,6140,12,11,N,247,N,NA,Y,12,14.5,84,17,55,19,11.5,242,D3,N,Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128,2019-05-14T07:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,5,14,2019-05-14,00:00:00,2019-05-14T07:00:00Z,11.4,NA,7.5,NA,77,NA,20,NA,4,NA,16.1,NA,92.91,NA,NA,NA,NA,NA,Rain
523,1,1,Y,2019-05-14,11:39:00,Sunny,Clear,6157,23,33.5,N,243,N,NA,Y,18.5,30.5,97,4,22,11,10,244,D3,N,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128,2019-05-14T12:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,5,14,2019-05-14,05:00:00,2019-05-14T12:00:00Z,10.4,NA,7.1,NA,80,NA,35,NA,11,NA,16.1,NA,92.94,NA,NA,NA,NA,NA,NA
524,1,1,Y,2019-05-14,13:24:00,Sunny,Clear,6161,26.5,55.5,N,244,N,NA,Y,21.5,42,94,3,23,8,15.5,237,D3,N,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128,2019-05-14T13:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,5,14,2019-05-14,06:00:00,2019-05-14T13:00:00Z,10.6,NA,8,NA,84,NA,29,NA,5,NA,16.1,NA,92.97,NA,NA,NA,NA,NA,NA
525,1,1,Y,2019-05-14,13:36:00,Sunny,Clear,6164,24,43.5,N,237,N,NA,Y,22,39,69,9,53,11,14.9,208,D3,Y,Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128,2019-05-14T14:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,5,14,2019-05-14,07:00:00,2019-05-14T14:00:00Z,12.6,NA,7.8,NA,72,NA,35,NA,15,NA,16.1,NA,93.01,NA,NA,NA,NA,NA,NA
528,1,1,Y,2019-05-15,06:50:00,Sunny,Clear,6199,15,14.5,N,248,N,NA,Y,15,18.5,78,17,54,19,11.7,244,0,N,Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129,2019-05-15T07:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,5,15,2019-05-15,00:00:00,2019-05-15T07:00:00Z,19.9,NA,2.4,NA,31,NA,19,NA,24,NA,16.1,NA,92.42,NA,NA,NA,NA,NA,NA
529,1,1,Y,2019-05-15,09:48:00,Sunny,Clear,6217,20.5,37.5,N,245,N,NA,Y,19.5,23.5,81,11,49,14,17.3,208,0,N,Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129,2019-05-15T10:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,5,15,2019-05-15,03:00:00,2019-05-15T10:00:00Z,16.5,NA,4.3,NA,44,NA,21,NA,18,NA,16.1,NA,92.29,NA,NA,NA,NA,NA,NA
530,1,1,Y,2019-05-15,13:25:00,Sunny,Clear,6228,23.5,41.6,N,210,N,NA,Y,20.5,40.5,90,7,46,10,14.7,198,0,N,Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129,2019-05-15T13:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,5,15,2019-05-15,06:00:00,2019-05-15T13:00:00Z,13.9,NA,6.4,NA,60,NA,22,NA,24,NA,16.1,NA,92.33,NA,NA,NA,NA,NA,NA
531,1,1,Y,2019-05-16,07:05:00,Dim,Clear,6236,6.5,7,N,199,N,NA,Y,7.5,10.5,77,17,54,19,13.6,184,0,N,Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129,2019-05-16T07:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,5,16,2019-05-16,00:00:00,2019-05-16T07:00:00Z,8.8,NA,3,NA,67,NA,7,NA,18,NA,16.1,NA,93.16,NA,NA,NA,NA,NA,NA
532,1,1,Y,2019-05-16,09:41:00,Sunny,Clear,6253,13.5,22,N,184,N,NA,Y,11.5,19,81,4,26,9,10.4,183,0,N,Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129,2019-05-16T10:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,5,16,2019-05-16,03:00:00,2019-05-16T10:00:00Z,7.5,NA,2.6,NA,71,NA,6,NA,13,NA,16.1,NA,93.28,NA,NA,NA,NA,NA,NA
533,1,1,Y,2019-05-16,11:55:00,Dim,Clear,6258,13,23,N,183,N,NA,Y,13.5,23.5,76,1,26,3,10.3,182,0,N,Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129,2019-05-16T12:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,5,16,2019-05-16,05:00:00,2019-05-16T12:00:00Z,6.1,NA,2.4,NA,77,NA,6,NA,15,NA,16.1,NA,93.27,NA,NA,NA,NA,NA,NA
534,1,1,Y,2019-05-16,12:15:00,Dim,Clear,6259,14.5,23.5,N,182,N,NA,Y,13,24.5,91,3,27,8,16.6,174,0,N,Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129,2019-05-16T12:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,5,16,2019-05-16,05:00:00,2019-05-16T12:00:00Z,6.1,NA,2.4,NA,77,NA,6,NA,15,NA,16.1,NA,93.27,NA,NA,NA,NA,NA,NA
538,1,3,Y,2019-05-17,14:43:00,Dim,Clear,6291,6.5,10.5,N,240,N,NA,Y,7.5,18,86,19,51,22,16.6,193,D2,N,City/Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130,2019-05-17T15:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,5,17,2019-05-17,08:00:00,2019-05-17T15:00:00Z,7.1,NA,1.8,NA,69,NA,5,NA,9,NA,16.1,NA,92.75,NA,NA,NA,NA,NA,NA
539,1,3,Y,2019-05-17,16:25:00,Dim,Clear,6310,7.5,11.5,N,194,N,NA,Y,5,18,84,38,50,45,16.7,166,0,N,City/Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130,2019-05-17T16:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,5,17,2019-05-17,09:00:00,2019-05-17T16:00:00Z,6.6,NA,3.5,NA,81,NA,11,NA,21,NA,12.9,NA,92.82,NA,NA,NA,NA,NA,Rain
540,1,1,Y,2019-05-17,16:49:00,Dim,Clear,6329,6,18.5,N,164,N,NA,Y,5,19.5,83,35,50,43,15.4,131,D2,N,Highway,Y,charge,NA,2home,2019-05-17,17:40:00,5,7,N,13.6,NA,dash says 2:00h to charge when plugged in,130,2019-05-17T17:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,5,17,2019-05-17,10:00:00,2019-05-17T17:00:00Z,6.4,NA,3.7,NA,83,NA,9,NA,24,NA,16.1,NA,92.85,NA,NA,NA,NA,NA,Rain
541,1,1,Y,2019-05-21,06:39:00,Dim,Clear,6364,7,7,N,213,N,NA,Y,8,10.5,80,17,52,20,14,205,D3,N,Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131,2019-05-21T07:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,5,21,2019-05-21,00:00:00,2019-05-21T07:00:00Z,9.6,NA,1.8,NA,58,NA,8,NA,8,NA,16.1,NA,92.94,NA,NA,NA,NA,NA,NA
542,1,1,Y,2019-05-21,16:23:00,Dim,Clear,6382,11,18.5,N,205,N,NA,Y,11,20.5,82,18,56,19,14.3,188,D3,N,Highway,Y,charge,NA,2home,2019-05-21,16:46:00,11,3.5,N,5.73,NA,dash says 1:55h to charge when plugged in,131,2019-05-21T16:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,5,21,2019-05-21,09:00:00,2019-05-21T16:00:00Z,10.3,NA,3.6,NA,63,NA,9,NA,22,NA,16.1,NA,92.89,NA,NA,NA,NA,NA,NA
543,1,1,Y,2019-05-22,06:10:00,Sunny,Clear,6400,4,3.5,N,223,N,NA,Y,4,8,80,17,56,18,13.6,213,D1,N,Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,132,2019-05-22T06:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,5,21,2019-05-21,23:00:00,2019-05-22T06:00:00Z,7.8,NA,4.9,NA,82,NA,36,NA,8,NA,16.1,NA,93.29,NA,NA,NA,NA,NA,NA
545,1,1,Y,2019-05-23,06:45:00,Sunny,Clear,6435,6,5,N,193,N,NA,Y,7,11,82,18,54,21,12.9,183,D2,N,Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,132,2019-05-23T07:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,5,23,2019-05-23,00:00:00,2019-05-23T07:00:00Z,10.3,NA,0.9,NA,52,NA,NA,M,4,NA,16.1,NA,93.38,NA,NA,NA,NA,NA,NA
548,1,1,Y,2019-05-23,11:17:00,Sunny,Clear,6478,25,47,N,166,N,NA,Y,21.5,35.5,69,17,67,15,15.2,138,0,N,Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,132,2019-05-23T11:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,5,23,2019-05-23,04:00:00,2019-05-23T11:00:00Z,3.3,NA,1,NA,85,NA,NA,M,4,NA,16.1,NA,93.42,NA,NA,NA,NA,NA,NA
550,1,1,Y,2019-05-23,16:04:00,Dim,Clear,6513,24,47.5,N,119,N,NA,Y,23,35,76,17,49,21,15.6,93,D2,N,Highway,Y,NA,NA,2home,2019-05-23,16:30:00,23,8,N,20.7,NA,NA,132,2019-05-23T16:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,5,23,2019-05-23,09:00:00,2019-05-23T16:00:00Z,16.6,NA,3.4,NA,41,NA,18,NA,8,NA,16.1,NA,93.41,NA,NA,NA,NA,NA,NA
551,1,1,Y,2019-05-24,06:30:00,Sunny,Clear,6530,8,7.5,N,234,N,NA,Y,10,12,24,15,57,16,13.9,221,D2,N,Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2019-05-24T07:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,5,24,2019-05-24,00:00:00,2019-05-24T07:00:00Z,11.2,NA,2.5,NA,55,NA,22,NA,11,NA,16.1,NA,92.71,NA,NA,NA,NA,NA,NA
552,1,1,Y,2019-05-24,07:05:00,Sunny,Clear,6546,10,12,N,221,N,NA,Y,8.5,13,95,1,26,4,14.3,219,D2,N,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2019-05-24T07:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,5,24,2019-05-24,00:00:00,2019-05-24T07:00:00Z,11.2,NA,2.5,NA,55,NA,22,NA,11,NA,16.1,NA,92.71,NA,NA,NA,NA,NA,NA
553,1,1,Y,2019-05-24,07:24:00,Sunny,Clear,6548,9,13,N,219,N,NA,Y,9,16,93,7,22,19,11.4,219,D2,N,City/Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2019-05-24T07:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,5,24,2019-05-24,00:00:00,2019-05-24T07:00:00Z,11.2,NA,2.5,NA,55,NA,22,NA,11,NA,16.1,NA,92.71,NA,NA,NA,NA,NA,NA
554,1,1,Y,2019-05-24,09:28:00,Sunny,Clear,6555,16,25,N,220,N,NA,Y,15,26,96,1,25,4,0.9,227,D2,N,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2019-05-24T09:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,5,24,2019-05-24,02:00:00,2019-05-24T09:00:00Z,9.9,NA,2.7,NA,61,NA,21,NA,11,NA,16.1,NA,92.62,NA,NA,NA,NA,NA,NA
555,1,1,Y,2019-05-24,09:38:00,Sunny,Clear,6557,16,26.5,N,228,N,NA,Y,15,27,96,1,20,5,22.5,218,D2,N,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2019-05-24T10:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,5,24,2019-05-24,03:00:00,2019-05-24T10:00:00Z,9,NA,2.9,NA,66,NA,34,NA,8,NA,16.1,NA,92.64,NA,NA,NA,NA,NA,NA
