"","trip#","driver#","#occupants","pre-trip","date_trip","time_start","lighting","road_conditions","odometer","starting_outside_temp","starting_inside_temp","departure_trip","range_start","drive_mode","notes_start","post-trip","outside_temp_finish","inside_temp_finish","blue_score","distance","average_speed","time_finish","economy","range_finish","brakemode","climate_control","road","reset_distance","notes_finish","charge_location","date_charge","time","plugin_temp","unplug_temp","departure_charge","power_usage","cost","notes_charge"
"439",439,"7",2,"Y",2019-04-13,15:41:00,"Dim","Clear",5431,14,23.5,"N",216,"N",NA,"Y",14.5,24,79,5,30,":11",16.5,198,"D2","N","City/Highway","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"440",440,"7",2,"Y",2019-04-13,20:21:00,"Dim","Clear",5437,15,22.5,"N",200,"N",NA,"Y",14,24.5,81,8,33,":15",11.1,199,"0","N","City","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"441",441,"7",3,"Y",2019-04-14,16:51:00,"Dim","Clear",5445,8.5,14.5,"N",199,"N",NA,"Y",12.5,19,78,4,25,":12",8.6,204,"0","N","City","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"442",442,"7",2,"Y",2019-04-14,17:45:00,"Dim","Clear",5450,12,18,"N",204,"N",NA,"Y",11.5,20.5,95,3,27,":08",19.2,189,"D2","N","City","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"443",443,"7",2,"Y",2019-04-14,18:14:00,"Dim","Clear",5454,12,19.5,"N",189,"N",NA,"Y",11,23,87,17,30,":34",11.9,178,"0","N","City","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"444",444,"7",4,"Y",2019-04-14,20:13:00,"Dim","Clear",5471,7,13,"N",180,"N",NA,"Y",7.5,18.5,96,14,33,":25",12.5,167,"D2","N","City","Y",NA,"1home",2019-04-14,20:39:00,7.5,3.5,"N",12.5,NA,NA
"445",445,"7",2,"Y",2019-04-15,07:50:00,"Sunny","Clear",5485,3.5,1.5,"N",239,"N",NA,"Y",11,10,95,8,25,":21",12.6,232,"D1","N","City","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"446",446,"7",1,"Y",2019-04-15,11:50:00,"Sunny","Clear",5494,18,4,"N",234,"N",NA,"Y",11,33.5,93,7,27,":16",12.9,226,"D2","N","City/Highway","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"447",447,"7",1,"Y",2019-04-15,12:42:00,"Sunny","Clear",5502,12.5,4.5,"N",226,"N",NA,"Y",12,29.5,94,6,25,":15",10.7,225,"D2","N","City","Y","Window open",NA,NA,NA,NA,NA,NA,NA,NA,NA
"448",448,"7",1,"Y",2019-04-15,16:02:00,"Dim","Clear",5508,13.5,28,"N",225,"N",NA,"Y",13,30,95,4,28,":09",7.4,233,"D2","N","City","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"449",449,"7",2,"Y",2019-04-15,16:28:00,"Dim","Clear",5513,15,27.5,"N",233,"N",NA,"Y",12.5,27,96,3,22,":10",18.5,218,"D2","N","City","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"450",450,"7",1,"Y",2019-04-15,18:00:00,"Dim","Clear",5517,15,31,"N",218,"N",NA,"Y",11.5,29,88,6,33,":12",9.5,221,"0","N","City","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"451",451,"1",1,"Y",2019-04-16,08:57:00,"Sunny","Clear",5523,3,7,"N",221,"N",NA,"Y",3,10.5,90,1,12,":08",16.4,215,"0","N","City","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"452",452,"1",1,"Y",2019-04-16,13:15:00,"Dim","Clear",5525,16,30,"N",215,"N",NA,"Y",13.5,29,92,5,33,":09",14.7,193,"D3","Y","City/Highway","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"453",453,"1",1,"Y",2019-04-16,13:30:00,"Dim","Clear",5530,14.5,29,"N",203,"N",NA,"Y",13.5,29,94,4,29,":09",5.5,214,"D3","N","City","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"454",454,"1",1,"Y",2019-04-16,14:02:00,"Sunny","Clear",5535,14.5,26.5,"N",214,"N",NA,"Y",14,23,94,4,27,":09",15.4,203,"D3","N","City","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"455",455,"1",1,"Y",2019-04-16,16:07:00,"Sunny","Clear",5539,15.5,38.5,"N",203,"N",NA,"Y",14.5,34,73,8,49,":09",15.2,185,"D3","N","Highway","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"456",456,"1",1,"Y",2019-04-16,16:37:00,"Sunny","Clear",5547,16,33.5,"N",185,"N",NA,"Y",15,24,90,23,61,":23",14.5,145,"D3","N","Highway","Y",NA,"2home",2019-04-16,17:36:00,15,4,"Y",15.7,NA,NA
"457",457,"1",1,"Y",2019-04-17,06:57:00,"Sunny","Clear",5571,4,13.5,"Y",240,"N",NA,"Y",1,13,74,14,61,":14",13.7,228,"D3","N","Highway","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"458",458,"1",1,"Y",2019-04-17,07:29:00,"Sunny","Clear",5585,1,8,"N",227,"N",NA,"Y",15,10,81,3,27,":07",16.4,220,"D3","N","City/Highway","Y","Noticed sticker coming off the back window",NA,NA,NA,NA,NA,NA,NA,NA,NA
"459",459,"1",1,"Y",2019-04-17,11:43:00,"Sunny","Clear",5589,19.5,40.5,"N",220,"N",NA,"Y",16,26.5,85,4,36,":07",13.6,216,"D3","N","Highway","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"460",460,"1",1,"Y",2019-04-17,13:45:00,"Sunny","Clear",5593,15.5,34.5,"N",216,"N",NA,"Y",16,33,81,4,37,":07",13.1,212,"D3","N","Highway","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"461",461,"1",1,"Y",2019-04-18,11:41:00,"Sunny","Clear",5598,17.5,42.5,"N",214,"N",NA,"Y",16.5,30,84,3,23,":08",16.8,205,"D1","N","City/Highway","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"462",462,"1",1,"Y",2019-04-18,12:54:00,"Sunny","Clear",5601,18,42.5,"N",205,"N",NA,"Y",18.5,39.5,88,0,9,":03",21.7,204,"D1","N","City","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"463",463,"1",1,"Y",2019-04-18,13:25:00,"Sunny","Clear",5602,20,43.5,"N",204,"N",NA,"Y",18.5,35,87,2,31,":05",11.1,204,"D1","N","Highway","Y","Message occurs that says air resistance close window when driving highway speeds",NA,NA,NA,NA,NA,NA,NA,NA,NA
"464",464,"4",2,"Y",2019-04-18,14:44:00,"Sunny","Clear",5604,24,37,"N",204,"N",NA,"Y",21,26,86,3,11,":19",14.3,201,"0","N","City","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"465",465,"4",1,"Y",2019-04-18,18:06:00,"Sunny","Clear",5607,21.5,34.5,"N",201,"N",NA,"Y",21,25.5,85,7,22,":21",13,187,"0","Y","City","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"466",466,"4",1,"Y",2019-04-20,16:40:00,"Dim","Clear",5614,14.5,25.5,"N",190,"N",NA,"Y",14.5,23.5,79,8,16,":33",14.2,180,"0","Y","City","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"467",467,"4",3,"Y",2019-04-20,17:54:00,"Dim","Clear",5623,14.5,22,"N",181,"N",NA,"Y",13.5,24,83,10,21,":378",13.2,173,"0","Y","City","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"468",468,"4",1,"Y",2019-04-21,14:05:00,"Sunny","Clear",5635,13,36,"N",174,"N",NA,"Y",17,28,81,13,26,":31",12.5,166,"0","Y","City/Highway","Y",NA,"1college",2019-04-21,02:44:00,17,19.5,"N",4.9,NA,NA
"469",469,"4",1,"Y",2019-04-21,19:50:00,"Dim","Clear",5649,19.5,27.5,"N",197,"N",NA,"Y",15,25,85,7,26,":17",12.7,192,"0","Y","City",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"470",470,"4",1,"Y",2019-04-22,07:47:00,"Sunny","Clear",5657,9,14,"N",185,"N",NA,"Y",11,20.5,84,7,30,":14",14,184,"0","Y","City","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"471",471,"4",2,"Y",2019-04-22,11:14:00,"Sunny","Clear",5664,18.5,31,"N",179,"N",NA,"Y",20.5,27,74,11,40,":18",17.9,148,"0","Y","City/Highway","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"472",472,"4",2,"Y",2019-04-22,13:11:00,"Sunny","Clear",5676,25.5,39,"N",151,"N",NA,"Y",22.5,30,73,24,38,":38",15.2,140,"0","Y","City/Highway","Y","did not reset after last trip OOPS",NA,NA,NA,NA,NA,NA,NA,NA,NA
"473",473,"4",1,"Y",2019-04-22,18:55:00,"Dim","Clear",5688,22,29,"N",142,"N",NA,"Y",21,23.5,83,7,29,":16",12.5,143,"0","Y","City","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"474",474,"4",2,"Y",2019-04-23,14:13:00,"Sunny","Clear",5696,21,42.5,"N",143,"N",NA,"Y",21,29,81,9,24,":26",13.3,130,"0","Y","City","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"475",475,"4",2,"Y",2019-04-23,14:50:00,"Sunny","Clear",5705,22.5,32.5,"N",127,"N",NA,"Y",21.5,28,84,13,30,":27",12.7,110,"0","Y","City","Y",NA,"1home",2019-04-23,04:35:00,22,14,"N",7.4,NA,NA
"476",476,"4",1,"Y",2019-04-24,10:36:00,"Sunny","Clear",5719,13.5,33,"N",165,"N",NA,"Y",15.5,28.5,81,5,10,":36",11.1,166,"0","Y","City","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"477",477,"4",1,"Y",2019-04-24,15:38:00,"Sunny","Clear",5725,20.5,42,"N",165,"N",NA,"Y",15.5,33.5,82,3,45,":12",45.5,159,"0","Y","City","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"478",478,"4",2,"Y",2019-04-24,16:09:00,"Dim","Clear",5726,20.5,30.5,"N",159,"N",NA,"Y",16.5,26,79,4,15,":18",17.1,152,"0","Y","City","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"479",479,"4",2,"Y",2019-04-25,11:37:00,"Sunny","Clear",5730,10,39,"N",146,"N",NA,"Y",10.5,25,83,21,22,":57",12.8,127,"0","Y","City","Y",NA,"1home",2019-04-25,12:39:00,11.5,13,"N",10.1,NA,NA
"480",480,"4",1,"Y",2019-04-26,07:45:00,"Dim","Clear",5751,8,10,"N",189,"N",NA,"Y",8,17.5,85,7,28,":16",13.3,182,"0","Y","City","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"481",481,"4",1,"Y",2019-04-26,16:58:00,"Dim","Clear",5759,5.5,13,"N",180,"N",NA,"Y",5.5,18,84,7,32,":14",15.2,165,"0","Y","City","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"482",482,"4",1,"Y",2019-04-26,16:43:00,"Sunny","Snowy",5766,3.5,24.5,"N",162,"N",NA,"Y",4.5,13,87,2,10,":16",19.1,160,"0","Y","City","Y","stop for phone call",NA,NA,NA,NA,NA,NA,NA,NA,NA
"483",483,"4",1,"Y",2019-04-28,17:43:00,"Sunny","Clear",5769,7,20,"N",160,"N",NA,"Y",5,19,81,5,11,":26",18.7,154,"0","Y","City","Y","stop for phone call",NA,NA,NA,NA,NA,NA,NA,NA,NA
"484",484,"4",1,"Y",2019-04-28,18:58:00,"Sunny","Clear",5771,5,15,"N",154,"N",NA,"Y",5,17,86,2,14,":11",17.2,149,"0","Y","City","Y","Brakes squeek in reverse",NA,NA,NA,NA,NA,NA,NA,NA,NA
"485",485,"4",1,"Y",2019-04-28,19:16:00,"Sunny","Clear",5774,7,17.5,"N",149,"N",NA,"Y",5,19,86,6,21,":18",14,142,"0","Y","City","Y",NA,"1home",2019-04-28,19:56:00,5,NA,"N",4.5,NA,NA
"486",486,"4",1,"Y",2019-04-28,07:04:00,"Sunny","Clear",5781,-1,1,"N",164,"N",NA,"Y",-3.5,14,85,7,27,":17",19.6,143,"0","Y","City","Y","didn't appear to charge last night",NA,NA,NA,NA,NA,NA,NA,NA,NA
"487",487,"4",2,"Y",2019-04-29,09:18:00,"Dim","Clear",5788,1,8,"N",144,"N",NA,"Y",0.5,13.5,84,10,23,":27",21.5,159,"0","Y","City","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"488",488,"4",2,"Y",2019-04-29,10:43:00,"Sunny","Clear",5791,3,16,"N",154,"N",NA,"Y",4,20,75,15,24,":37",20.2,127,"0","Y","City","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"489",489,"1",1,"Y",2019-04-29,16:39:00,"Sunny","Clear",5796,8.5,21.5,"N",141,"N",NA,"Y",8,23,98,3,22,":10",15.4,136,"D2","N","Highway","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"490",490,"1",1,"Y",2019-04-29,18:21:00,"Sunny","Clear",5799,8,19,"N",136,"N",NA,"Y",6,18.5,75,20,56,":21",17.1,100,"D2","N","Highway","Y",NA,"2home",2019-04-29,18:47:00,6,-2.5,"N",19.1,NA,NA
"491",491,"1",1,"Y",2019-04-30,06:37:00,"Sunny","Clear",5820,-2.5,-4,"N",193,"N",NA,"Y",-3.5,14,76,17,58,":18",17.9,173,"D2","Y","Highway","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"492",492,"1",1,"Y",2019-04-30,16:30:00,"Dim","Snowy",5837,6.5,22.5,"N",172,"N",NA,"Y",4.5,21.5,72,8,56,":8",15.5,174,"D2","Y","Highway","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"493",493,"1",1,"Y",2019-04-30,16:56:00,"Dim","Clear",5845,7,19.5,"N",173,"N",NA,"Y",5,21.5,70,24,65,":22",17.1,144,"D2","Y","Highway","Y",NA,"2home",2019-04-30,17:19:00,5,-3.5,"Y",11,NA,NA
"494",494,"1",1,"Y",2019-05-01,06:41:00,"Sunny","Clear",5870,-3.5,6,"Y",191,"N",NA,"Y",-2.5,14,73,17,58,":18",16.9,179,"D2","Y","Highway","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"495",495,"1",2,"Y",2019-05-01,16:22:00,"Dim","Clear",5887,11,28,"N",187,"N",NA,"Y",10.5,23.5,84,13,35,":23",14.1,180,"D2","Y","City/Highway","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"496",496,"1",1,"Y",2019-05-01,18:04:00,"Sunny","Clear",5901,11.5,22,"N",180,"N",NA,"Y",11,22.5,88,2,21,":06",12.1,181,"0","Y","City","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
